udi,type,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type,diff_temperature_k
809,L,1424,43.3,120,No Failure,10.800000000000011
811,L,1550,39.7,124,No Failure,10.800000000000011
812,L,1588,37.6,126,No Failure,10.800000000000011
813,L,1338,44.4,128,No Failure,10.800000000000011
817,L,1434,48.3,138,No Failure,10.800000000000011
819,L,1304,48.7,142,No Failure,10.800000000000011
820,L,1398,46.7,144,No Failure,10.800000000000011
823,M,1547,34.7,150,No Failure,10.900000000000034
824,M,1482,39.9,153,No Failure,10.899999999999977
827,L,1481,38.2,160,No Failure,10.699999999999989
828,L,1501,42.1,162,No Failure,10.800000000000011
829,L,1566,37.2,164,No Failure,10.800000000000011
830,L,1579,34.5,166,No Failure,10.800000000000011
831,L,1631,35.0,168,No Failure,10.799999999999955
837,L,1368,45.1,185,No Failure,10.799999999999955
838,L,1465,47.8,187,No Failure,10.799999999999955
839,H,1406,41.5,189,No Failure,10.799999999999955
840,M,1565,43.5,194,No Failure,10.899999999999977
842,L,1439,45.5,199,No Failure,10.899999999999977
844,L,1485,42.7,204,No Failure,10.899999999999977
845,L,1566,35.1,206,No Failure,11.0
846,L,1439,41.5,208,No Failure,11.0
848,L,2833,5.6,213,Power Failure,11.0
849,L,1465,47.1,215,No Failure,11.099999999999966
853,M,1368,49.5,10,No Failure,11.0
854,L,1444,49.0,13,No Failure,11.0
855,M,1498,41.6,15,No Failure,11.0
856,L,1615,30.8,18,No Failure,11.099999999999966
857,L,1898,22.7,20,No Failure,11.0
858,M,1350,53.3,22,No Failure,11.0
859,M,1516,37.6,25,No Failure,10.800000000000011
860,H,1542,40.6,28,No Failure,10.800000000000011
863,H,1645,31.0,41,No Failure,10.699999999999989
865,M,2044,22.3,48,No Failure,10.699999999999989
866,L,1414,50.2,51,No Failure,10.700000000000045
867,L,1678,26.7,53,No Failure,10.700000000000045
868,H,1594,33.2,55,No Failure,10.600000000000023
870,L,1358,49.2,63,No Failure,10.699999999999989
871,L,1325,56.2,65,No Failure,10.599999999999966
872,L,1339,53.2,67,No Failure,10.599999999999966
873,M,1335,51.7,69,No Failure,10.599999999999966
875,L,1575,28.5,74,No Failure,10.5
877,L,1915,22.4,79,No Failure,10.600000000000023
880,L,1337,54.6,87,No Failure,10.5
881,M,1235,76.2,89,Power Failure,10.5
882,L,1464,46.2,92,No Failure,10.5
883,M,1739,25.9,94,No Failure,10.5
884,L,1490,34.3,97,No Failure,10.600000000000023
885,L,1356,48.0,99,No Failure,10.599999999999966
887,L,1458,40.6,103,No Failure,10.5
888,H,2161,16.5,105,No Failure,10.5
889,M,1651,28.1,110,No Failure,10.5
891,L,1370,52.4,115,No Failure,10.399999999999977
892,L,1408,47.9,117,No Failure,10.400000000000034
894,M,1423,42.5,121,No Failure,10.5
896,M,1435,51.6,126,No Failure,10.599999999999966
897,L,1573,35.1,129,No Failure,10.600000000000023
899,L,1446,49.9,133,No Failure,10.599999999999966
900,H,1329,55.3,135,No Failure,10.599999999999966
901,L,1569,35.1,140,No Failure,10.599999999999966
902,H,1256,62.3,142,No Failure,10.5
904,L,2270,14.6,149,Power Failure,10.5
907,M,1462,49.2,158,No Failure,10.5
908,M,1669,29.0,161,No Failure,10.5
909,M,1822,24.3,164,No Failure,10.600000000000023
910,L,1456,39.2,167,No Failure,10.5
911,L,1546,35.9,169,No Failure,10.5
914,L,1621,29.5,176,No Failure,10.5
915,M,1518,40.6,178,No Failure,10.5
916,M,1526,38.2,181,No Failure,10.400000000000034
917,M,1589,36.2,184,No Failure,10.5
919,M,1473,38.5,189,No Failure,10.399999999999977
921,M,1518,44.1,194,No Failure,10.399999999999977
922,H,1593,37.2,197,No Failure,10.399999999999977
923,M,1380,52.4,202,No Failure,10.399999999999977
924,M,1423,45.3,205,No Failure,10.5
925,L,1800,27.6,208,No Failure,10.5
927,L,1372,55.6,215,Overstrain Failure,10.5
929,L,1949,21.9,5,No Failure,10.399999999999977
930,L,1419,51.1,7,No Failure,10.399999999999977
932,L,1542,36.2,12,No Failure,10.399999999999977
933,L,1363,50.0,14,No Failure,10.399999999999977
934,L,1597,37.2,16,No Failure,10.5
935,M,1326,50.8,18,No Failure,10.5
938,L,1263,61.8,27,No Failure,10.599999999999966
939,L,1823,25.8,29,No Failure,10.599999999999966
940,L,1488,40.7,31,No Failure,10.600000000000023
942,L,1650,28.2,35,No Failure,10.599999999999966
943,M,1462,44.3,37,No Failure,10.600000000000023
944,M,1477,45.0,40,No Failure,10.599999999999966
945,M,1712,28.5,43,No Failure,10.600000000000023
946,M,1347,50.4,46,No Failure,10.600000000000023
947,L,1287,54.8,49,No Failure,10.599999999999966
949,M,1426,45.5,53,No Failure,10.699999999999989
951,L,1424,42.5,58,No Failure,10.599999999999966
952,H,1509,35.8,60,No Failure,10.699999999999989
954,L,1650,32.8,67,No Failure,10.600000000000023
957,H,1632,32.2,76,No Failure,10.599999999999966
958,M,1387,40.1,81,No Failure,10.699999999999989
960,L,1505,35.2,86,No Failure,10.699999999999989
961,L,1534,37.9,88,No Failure,10.699999999999989
962,L,1493,40.5,90,No Failure,10.699999999999989
963,M,1480,43.2,92,No Failure,10.800000000000011
964,L,1621,31.6,95,No Failure,10.800000000000011
965,L,1737,26.2,97,No Failure,10.800000000000011
966,L,1508,46.5,99,No Failure,10.800000000000011
967,M,1641,32.2,101,No Failure,10.699999999999989
968,M,1532,38.6,104,No Failure,10.700000000000045
970,L,1412,41.0,109,No Failure,10.700000000000045
971,L,1568,35.1,111,No Failure,10.699999999999989
972,L,1557,41.1,113,No Failure,10.700000000000045
975,L,1511,35.2,119,No Failure,10.600000000000023
976,M,1628,36.8,121,No Failure,10.600000000000023
979,M,1526,42.3,129,No Failure,10.600000000000023
980,L,1389,53.3,132,No Failure,10.600000000000023
981,L,1409,42.8,134,No Failure,10.599999999999966
982,L,1655,31.1,136,No Failure,10.600000000000023
983,L,1516,39.1,138,No Failure,10.699999999999989
984,L,1526,34.9,140,No Failure,10.699999999999989
985,L,1419,48.6,142,No Failure,10.800000000000011
986,L,1748,25.3,144,No Failure,10.800000000000011
988,M,1534,33.8,151,No Failure,10.800000000000011
992,M,1523,42.0,164,No Failure,10.899999999999977
994,M,1485,36.0,169,No Failure,11.0
995,M,1168,63.4,172,No Failure,11.0
997,M,1286,51.1,177,No Failure,10.899999999999977
999,M,2071,19.4,183,No Failure,10.800000000000011
1000,L,1560,33.2,186,No Failure,10.800000000000011
1001,L,1654,29.6,188,No Failure,10.800000000000011
1002,L,1662,32.9,190,No Failure,10.800000000000011
1007,L,1413,53.4,203,No Failure,10.900000000000034
1010,M,1385,44.0,5,No Failure,11.0
1011,M,1552,34.8,8,No Failure,11.0
1012,M,1451,42.8,11,No Failure,11.100000000000023
1016,L,1356,43.6,22,No Failure,11.0
1017,M,1319,68.3,24,Power Failure,10.899999999999977
1020,L,1398,52.7,31,No Failure,11.0
1021,L,1372,57.7,33,No Failure,11.0
1022,M,1454,42.5,35,No Failure,10.899999999999977
1023,L,1515,36.5,38,No Failure,11.0
1024,L,1881,24.3,40,No Failure,11.100000000000023
1028,M,1335,50.5,48,No Failure,11.099999999999966
1029,L,1472,39.9,51,No Failure,11.099999999999966
1030,M,1477,35.2,53,No Failure,11.100000000000023
1032,L,1549,36.1,58,No Failure,11.100000000000023
1033,L,1648,34.0,60,No Failure,11.099999999999966
1034,H,1556,38.0,62,No Failure,11.100000000000023
1035,M,1958,19.1,67,No Failure,11.099999999999966
1036,L,1403,48.4,70,No Failure,11.0
1037,M,1684,31.4,72,No Failure,11.100000000000023
1038,H,1596,35.1,75,No Failure,11.100000000000023
1039,L,1498,41.1,80,No Failure,11.0
1040,L,1524,36.8,82,No Failure,11.0
1041,L,1502,43.9,84,No Failure,11.0
1044,L,1431,45.2,90,No Failure,11.100000000000023
1045,L,1512,43.6,92,No Failure,11.100000000000023
1046,H,1403,52.8,94,No Failure,11.100000000000023
1047,L,1331,47.8,99,No Failure,11.100000000000023
1048,M,1474,52.6,101,No Failure,11.099999999999966
1050,L,1415,44.2,106,No Failure,11.100000000000023
1052,L,1556,37.7,110,No Failure,11.099999999999966
1053,L,1927,23.9,112,No Failure,11.0
1054,M,1597,32.1,114,No Failure,11.0
1056,L,1480,39.4,122,No Failure,11.0
1057,L,1565,39.5,124,No Failure,11.0
1060,M,1874,21.3,130,No Failure,11.199999999999989
1061,H,1424,53.8,133,No Failure,11.199999999999989
1062,L,1420,50.1,138,No Failure,11.199999999999989
1063,L,1372,49.0,140,No Failure,11.099999999999966
1066,L,1718,25.2,148,No Failure,11.099999999999966
1068,L,1466,45.7,153,No Failure,10.900000000000034
1069,L,1394,47.7,155,No Failure,11.0
1070,M,1840,24.6,157,No Failure,10.900000000000034
1071,M,1477,37.2,160,No Failure,10.900000000000034
1073,M,1414,46.2,165,No Failure,10.899999999999977
1074,L,1414,47.5,168,No Failure,10.800000000000011
1075,L,1595,31.7,170,No Failure,10.899999999999977
1077,L,1653,35.9,177,No Failure,10.800000000000011
1079,H,1656,30.8,181,No Failure,10.800000000000011
1082,L,1521,40.2,190,No Failure,10.800000000000011
1083,H,1420,39.8,192,No Failure,10.799999999999955
1084,L,1683,32.3,197,No Failure,10.800000000000011
1086,L,1385,56.4,202,Overstrain Failure,10.800000000000011
1089,M,1392,43.9,0,No Failure,10.900000000000034
1090,M,2008,17.5,3,No Failure,10.800000000000011
1092,L,1447,46.4,8,No Failure,10.699999999999989
1093,M,1685,32.0,10,No Failure,10.700000000000045
1095,L,1354,44.4,16,No Failure,10.600000000000023
1098,H,1397,48.3,22,No Failure,10.600000000000023
1100,M,1472,43.9,30,No Failure,10.599999999999966
1103,L,1347,54.8,43,No Failure,10.699999999999989
1104,M,1540,38.7,45,No Failure,10.699999999999989
1107,L,1540,38.6,53,No Failure,10.900000000000034
1109,L,1504,45.8,58,No Failure,10.799999999999955
1111,L,1292,52.5,62,No Failure,10.899999999999977
1112,H,1432,49.2,64,No Failure,10.899999999999977
1113,M,1350,55.6,69,No Failure,10.899999999999977
1115,H,1540,37.4,75,No Failure,10.900000000000034
1117,L,1487,37.5,83,No Failure,10.900000000000034
1118,L,1523,40.7,85,No Failure,10.899999999999977
1120,L,1340,59.1,89,No Failure,11.0
1121,H,1654,31.0,91,No Failure,11.099999999999966
1122,L,1459,40.2,96,No Failure,11.0
1124,H,1386,62.3,100,Power Failure,11.099999999999966
1125,M,1258,69.0,105,Power Failure,11.100000000000023
1127,L,1706,30.8,111,No Failure,11.099999999999966
1129,M,1843,25.2,116,No Failure,11.099999999999966
1130,L,1690,29.6,119,No Failure,11.199999999999989
1131,L,1413,46.5,121,No Failure,11.099999999999966
1132,L,1489,33.4,123,No Failure,11.099999999999966
1133,L,1271,61.4,125,No Failure,11.099999999999966
1135,M,1426,50.7,130,No Failure,10.900000000000034
1136,L,1535,39.2,133,No Failure,11.0
1138,L,1653,29.7,137,No Failure,10.900000000000034
1141,M,1385,44.8,144,No Failure,11.0
1142,L,1635,31.6,147,No Failure,10.899999999999977
1143,L,1423,43.9,149,No Failure,11.0
1144,L,1479,39.2,151,No Failure,10.899999999999977
1146,L,1553,33.3,155,No Failure,10.800000000000011
1147,L,1529,42.2,157,No Failure,10.899999999999977
1148,M,1690,25.6,159,No Failure,10.899999999999977
1149,L,1348,58.0,162,No Failure,10.899999999999977
1150,L,1446,38.5,164,No Failure,10.900000000000034
1152,L,1350,47.7,168,No Failure,10.899999999999977
1153,L,1507,38.3,170,No Failure,10.799999999999955
1154,H,1448,45.6,172,No Failure,10.899999999999977
1155,L,1626,29.9,177,No Failure,11.0
1156,H,1846,27.3,179,No Failure,10.899999999999977
1157,H,1404,40.7,184,No Failure,10.800000000000011
1158,L,1583,37.2,189,No Failure,10.800000000000011
1159,L,1436,47.7,191,No Failure,10.899999999999977
1161,H,1834,23.8,195,No Failure,10.699999999999989
1164,L,1367,47.1,204,No Failure,11.0
1165,L,1754,30.3,206,No Failure,11.0
1166,L,1487,34.6,208,No Failure,11.0
1167,M,1506,37.7,210,No Failure,11.0
1168,L,1362,52.5,213,Overstrain Failure,11.100000000000023
1169,L,1584,36.8,215,No Failure,11.0
1171,M,1823,24.3,219,No Failure,11.0
1172,H,1517,41.4,222,No Failure,11.100000000000023
1174,H,1559,38.8,229,No Failure,10.899999999999977
1180,L,1441,43.4,14,No Failure,11.099999999999966
1181,H,1531,35.6,16,No Failure,11.099999999999966
1182,L,1379,52.1,21,No Failure,11.100000000000023
1183,L,1410,48.1,23,No Failure,11.0
1184,L,1513,40.5,25,No Failure,11.099999999999966
1185,L,1497,47.5,27,No Failure,11.199999999999989
1186,L,1491,46.5,29,No Failure,11.099999999999966
1188,M,1522,38.0,33,No Failure,11.200000000000045
1189,L,1339,52.1,36,No Failure,11.099999999999966
1193,M,1431,43.7,46,No Failure,11.100000000000023
1195,M,1507,43.1,51,No Failure,11.100000000000023
1196,M,1408,47.9,54,No Failure,11.0
1197,M,1493,34.7,57,No Failure,10.899999999999977
1198,M,1441,47.6,60,No Failure,11.0
1199,H,1557,36.5,63,No Failure,11.0
1201,M,1430,55.9,71,No Failure,11.100000000000023
1202,L,1658,41.0,74,No Failure,11.100000000000023
1207,H,1318,53.5,88,No Failure,11.100000000000023
1208,M,1573,34.9,93,No Failure,11.100000000000023
1210,H,2540,13.3,98,No Failure,11.100000000000023
1211,L,1537,39.0,103,No Failure,11.100000000000023
1212,H,1416,46.9,105,No Failure,11.100000000000023
1213,L,1359,56.5,110,No Failure,11.0
1214,M,1551,38.9,112,No Failure,11.0
1215,M,1694,33.0,115,No Failure,11.0
1216,L,1709,28.4,118,No Failure,11.099999999999966
1217,L,1514,41.0,120,No Failure,11.100000000000023
1221,L,1577,29.4,130,No Failure,11.199999999999989
1222,M,1399,46.4,132,No Failure,11.300000000000011
1224,L,1492,48.1,137,No Failure,11.300000000000011
1226,H,1492,41.5,141,No Failure,11.199999999999989
1227,L,1488,42.5,146,No Failure,11.299999999999955
1228,L,1422,42.1,148,No Failure,11.299999999999955
1229,M,1583,38.2,150,No Failure,11.299999999999955
1230,L,1304,53.5,153,No Failure,11.299999999999955
1232,M,1604,40.7,158,No Failure,11.300000000000011
1234,M,1364,55.6,163,No Failure,11.300000000000011
1236,H,1654,31.4,171,No Failure,11.299999999999955
1237,H,1359,46.6,176,No Failure,11.299999999999955
1239,M,1615,32.6,184,No Failure,11.299999999999955
1240,H,1482,39.3,187,No Failure,11.300000000000011
1241,L,1636,31.3,192,No Failure,11.400000000000034
1242,M,1621,32.4,194,No Failure,11.399999999999977
1243,L,1468,44.4,197,No Failure,11.299999999999955
1244,M,1432,53.4,199,No Failure,11.299999999999955
1247,H,1653,33.3,207,No Failure,11.300000000000011
1249,L,1489,40.2,214,No Failure,11.400000000000034
1250,L,1467,36.8,216,No Failure,11.399999999999977
1253,L,1533,41.5,223,No Failure,11.300000000000011
1254,L,1309,57.3,0,No Failure,11.300000000000011
1257,M,1535,37.7,12,No Failure,11.399999999999977
1260,M,1280,48.5,19,No Failure,11.399999999999977
1261,L,1528,33.8,22,No Failure,11.399999999999977
1262,H,1885,25.2,24,No Failure,11.399999999999977
1263,H,1648,33.0,29,No Failure,11.399999999999977
1264,L,1400,56.9,34,No Failure,11.399999999999977
1266,L,1558,35.7,39,No Failure,11.5
1268,M,1549,38.7,43,No Failure,11.5
1270,L,1467,41.8,48,No Failure,11.399999999999977
1271,M,1276,65.9,50,No Failure,11.399999999999977
1273,H,1562,38.1,58,No Failure,11.399999999999977
1274,L,1397,48.2,63,No Failure,11.299999999999955
1276,M,1362,47.6,70,No Failure,11.299999999999955
1277,M,1693,34.4,73,No Failure,11.199999999999989
1280,M,1531,40.1,81,No Failure,11.300000000000011
1281,H,1521,37.1,84,No Failure,11.199999999999989
1282,H,1427,54.3,89,No Failure,11.199999999999989
1283,L,1546,36.1,94,No Failure,11.099999999999966
1284,L,1356,45.4,96,No Failure,11.099999999999966
1286,M,1492,41.7,100,No Failure,11.100000000000023
1287,L,1582,40.3,103,No Failure,11.100000000000023
1289,M,1441,48.2,107,No Failure,11.100000000000023
1290,M,1635,32.2,110,No Failure,11.099999999999966
1291,L,1429,45.8,113,No Failure,11.099999999999966
1292,M,1675,28.4,115,No Failure,11.099999999999966
1293,M,1868,23.8,118,No Failure,11.0
1294,H,1582,33.4,121,No Failure,11.100000000000023
1296,L,1402,54.3,128,No Failure,11.100000000000023
1297,L,1621,34.1,130,No Failure,11.199999999999989
1300,M,1458,40.2,137,No Failure,11.199999999999989
1301,L,1322,57.0,140,No Failure,11.100000000000023
1302,L,1483,32.8,142,No Failure,11.199999999999989
1304,L,1593,42.5,146,No Failure,11.199999999999989
1305,L,2098,19.6,148,No Failure,11.199999999999989
1308,L,1423,42.1,154,No Failure,11.199999999999989
1309,L,1750,25.0,156,No Failure,11.200000000000045
1311,L,1498,50.2,160,No Failure,11.300000000000011
1312,L,1587,30.2,162,No Failure,11.200000000000045
1313,L,1473,42.6,164,No Failure,11.200000000000045
1314,L,1359,56.9,166,No Failure,11.300000000000011
1315,M,1635,34.5,168,No Failure,11.300000000000011
1316,L,1520,45.0,171,No Failure,11.300000000000011
1319,M,1582,33.3,177,No Failure,11.300000000000011
1320,L,1929,24.4,180,No Failure,11.300000000000011
1322,L,1362,53.0,185,No Failure,11.300000000000011
1323,H,1452,49.9,187,No Failure,11.200000000000045
1324,L,1361,51.7,192,No Failure,11.200000000000045
1325,M,1243,74.5,194,Power Failure,11.300000000000011
1327,L,1411,46.5,202,No Failure,11.300000000000011
1329,M,1719,28.8,206,No Failure,11.300000000000011
1331,L,1696,30.2,214,No Failure,11.300000000000011
1332,H,1771,26.8,216,No Failure,11.300000000000011
1334,M,1558,35.4,223,No Failure,11.300000000000011
1337,L,1583,32.6,230,No Failure,11.400000000000034
1338,H,1613,36.0,0,No Failure,11.5
1339,L,1721,27.2,5,No Failure,11.5
1340,M,1668,31.5,7,No Failure,11.599999999999966
1341,L,1569,36.3,10,No Failure,11.599999999999966
1342,M,1328,50.5,12,No Failure,11.599999999999966
1343,M,1596,33.0,15,No Failure,11.5
1346,L,1804,26.1,22,No Failure,11.5
1347,L,1533,33.9,24,No Failure,11.5
1349,L,1363,45.5,28,No Failure,11.5
1350,L,1402,45.9,30,No Failure,11.5
1351,L,1436,47.5,32,No Failure,11.5
1352,L,1525,43.7,34,No Failure,11.5
1353,M,1598,33.3,36,No Failure,11.5
1355,L,1334,48.0,42,No Failure,11.399999999999977
1356,M,1681,35.5,44,No Failure,11.399999999999977
1358,L,1461,45.7,49,No Failure,11.299999999999955
1359,M,1693,31.9,51,No Failure,11.400000000000034
1360,L,1404,50.3,54,No Failure,11.5
1361,H,1707,27.6,56,No Failure,11.399999999999977
1363,L,1517,41.2,64,No Failure,11.399999999999977
1364,L,1433,54.6,66,No Failure,11.400000000000034
1367,M,1368,56.8,72,No Failure,11.400000000000034
1368,M,1581,37.5,75,No Failure,11.399999999999977
1371,L,1451,40.0,86,No Failure,11.600000000000023
1373,M,1573,41.8,91,No Failure,11.5
1374,M,1366,59.0,94,No Failure,11.5
1375,L,1553,36.8,97,No Failure,11.5
1377,M,1527,31.2,102,No Failure,11.399999999999977
1378,L,1461,46.7,105,No Failure,11.399999999999977
1381,L,1786,27.7,114,No Failure,11.400000000000034
1382,M,1583,35.7,116,No Failure,11.399999999999977
1385,L,1484,43.8,124,No Failure,11.400000000000034
1386,M,1603,36.1,126,No Failure,11.300000000000011
1387,L,1445,40.0,129,No Failure,11.300000000000011
1389,H,1491,45.3,133,No Failure,11.200000000000045
1390,L,1533,42.8,138,No Failure,11.300000000000011
1391,L,1409,54.8,140,No Failure,11.300000000000011
1392,L,2737,8.8,142,Power Failure,11.300000000000011
1393,M,1494,46.6,144,No Failure,11.300000000000011
1394,L,1594,33.3,147,No Failure,11.299999999999955
1395,L,1527,44.0,149,No Failure,11.299999999999955
1396,L,1452,39.7,151,No Failure,11.299999999999955
1397,L,1483,39.2,153,No Failure,11.300000000000011
1398,L,1569,38.2,155,No Failure,11.099999999999966
1399,L,1472,46.6,157,No Failure,11.199999999999989
1400,L,1533,43.5,159,No Failure,11.199999999999989
1402,H,1532,37.7,166,No Failure,11.300000000000011
1403,M,1313,56.8,171,No Failure,11.200000000000045
1404,L,1372,48.0,174,No Failure,11.199999999999989
1405,M,1555,40.6,176,No Failure,11.200000000000045
1406,L,1394,42.7,179,No Failure,11.200000000000045
1407,L,1442,48.0,181,No Failure,11.200000000000045
1409,L,1452,48.9,185,No Failure,11.100000000000023
1412,L,1944,23.4,192,No Failure,11.200000000000045
1415,M,1570,42.1,200,No Failure,11.100000000000023
1416,L,1617,33.0,203,No Failure,11.199999999999989
1417,M,2083,18.2,205,No Failure,11.199999999999989
1420,L,1354,53.3,212,Overstrain Failure,11.100000000000023
1421,M,1495,35.2,214,No Failure,11.099999999999966
1422,L,1589,31.8,217,No Failure,11.100000000000023
1423,L,1530,35.5,0,No Failure,11.100000000000023
